key,ion,wave_vac,Ei,Ek,Aki,fik,gigk,configuration,terms,Ji-Jk,type,references,note,wave_air,ion_tex,ion_tex_lambda,classification,gf,line_ratio,multiplet,multiplet_term
FeII-2628,Fe II,2629.081860785692,0.121,0.0,0.0,0.0,,,a6D-z6D*,1/2-3/2,E1,Sigut+03,,2628.298,Fe II,"Fe II$\,\lambda2628$",permitted,0.0,5480,10,a6D
FeII-2631,Fe II,2631.831516100151,0.107,0.0,0.0,0.0,,,a6D-z6D*,3/2-5/2,E1,Sigut+03,,2631.047,Fe II,"Fe II$\,\lambda2631$",permitted,0.0,7840,10,a6D
FeII-2631,Fe II,2632.1095823872315,0.083,0.0,0.0,0.0,,,a6D-z6D*,5/2-7/2,E1,Sigut+03,,2631.325,Fe II,"Fe II$\,\lambda2631$",permitted,0.0,12800,10,a6D
FeII-2631,Fe II,2632.388648915822,2.805,0.0,0.0,0.0,,,b4F-z4G*,9/2-11/2,E1,Sigut+03,,2631.604,Fe II,"Fe II$\,\lambda2631$",permitted,0.0,720,17,b4F
FeII-2650,Fe II,2651.2751584533685,5.821,0.0,0.0,0.0,,,z4P*-4D,5/2-7/2,E1,Sigut+03,,2650.486,Fe II,"Fe II$\,\lambda2650$",permitted,0.0,1280,28,z4P*
FeII-2669,Fe II,2670.7238163905186,6.085,0.0,0.0,0.0,,,c4P-v4D*,1/2-3/2,E1,Sigut+03,,2669.93,Fe II,"Fe II$\,\lambda2669$",permitted,0.0,570,22,c4P
FeII-2681,Fe II,2681.8374843645693,6.085,0.0,0.0,0.0,,,c4P-v4D*,1/2-1/2,E1,Sigut+03,,2681.041,Fe II,"Fe II$\,\lambda2681$",permitted,0.0,921,22,c4P
FeII-2692,Fe II,2693.4032655834753,3.766,0.0,0.0,0.0,,,b2G-y2H*,9/2-11/2,E1,Sigut+03,,2692.604,Fe II,"Fe II$\,\lambda2692$",permitted,0.0,510,13,b2G
FeII-2692,Fe II,2693.633320952839,0.986,0.0,0.0,0.0,,,a4D-z4F*,7/2-5/2,E1,Sigut+03,,2692.834,Fe II,"Fe II$\,\lambda2692$",permitted,0.0,2560,5,a4D
FeII-2699,Fe II,2699.9948527704305,6.136,0.0,0.0,0.0,,,c4P-v4D*,3/2-3/2,E1,Sigut+03,,2699.194,Fe II,"Fe II$\,\lambda2699$",permitted,0.0,640,22,c4P
FeII-2709,Fe II,2710.184309251249,1.04,0.0,0.0,0.0,,,a4D-z4F*,5/2-3/2,E1,Sigut+03,,2709.381,Fe II,"Fe II$\,\lambda2709$",permitted,0.0,1830,5,a4D
FeII-2710,Fe II,2711.3535913702567,6.136,0.0,0.0,0.0,,,c4P-v4D*,3/2-1/2,E1,Sigut+03,,2710.55,Fe II,"Fe II$\,\lambda2710$",permitted,0.0,954,22,c4P
FeII-2711,Fe II,2712.64490298604,3.151,0.0,0.0,0.0,,,a4G-z2I*,11/2-13/2,E1,Sigut+03,,2711.841,Fe II,"Fe II$\,\lambda2711$",permitted,0.0,1070,7,a4G
FeII-2714,Fe II,2715.2155234895445,0.986,0.0,0.0,0.0,,,a4D-z4D*,7/2-5/2,E1,Sigut+03,,2714.411,Fe II,"Fe II$\,\lambda2714$",permitted,0.0,2720,5,a4D
FeII-2716,Fe II,2717.3690434841246,7.72,0.0,0.0,0.0,,,z2I*-d2H,13/2-11/2,E1,Sigut+03,,2716.564,Fe II,"Fe II$\,\lambda2716$",permitted,0.0,753,0,z2I*
FeII-2716,Fe II,2717.499074886852,0.986,0.0,0.0,0.0,,,a4D-z4F*,7/2-7/2,E1,Sigut+03,,2716.694,Fe II,"Fe II$\,\lambda2716$",permitted,0.0,2620,5,a4D
FeII-2717,Fe II,2718.325274428243,6.727,0.0,0.0,0.0,,,b4G-v4F*,7/2-5/2,E1,Sigut+03,,2717.52,Fe II,"Fe II$\,\lambda2717$",permitted,0.0,812,18,b4G
FeII-2717,Fe II,2718.771382180473,5.287,0.0,0.0,0.0,,,z6P*-d4D,7/2-7/2,E1,Sigut+03,,2717.966,Fe II,"Fe II$\,\lambda2717$",permitted,0.0,2000,31,z6P*
FeII-2718,Fe II,2719.4455450294854,6.216,0.0,0.0,0.0,,,c4F-v4D*,9/2-7/2,E1,Sigut+03,,2718.64,Fe II,"Fe II$\,\lambda2718$",permitted,0.0,1100,21,c4F
FeII-2720,Fe II,2721.6950885335145,6.22,0.0,0.0,0.0,,,c4F-v4D*,7/2-7/2,E1,Sigut+03,,2720.889,Fe II,"Fe II$\,\lambda2720$",permitted,0.0,617,21,c4F
FeII-2724,Fe II,2725.6920546425467,1.04,0.0,0.0,0.0,,,a4D-z4F*,5/2-5/2,E1,Sigut+03,,2724.885,Fe II,"Fe II$\,\lambda2724$",permitted,0.0,3300,5,a4D
FeII-2727,Fe II,2728.344696106832,1.04,0.0,0.0,0.0,,,a4D-z4D*,5/2-3/2,E1,Sigut+03,,2727.537,Fe II,"Fe II$\,\lambda2727$",permitted,0.0,2310,5,a4D
FeII-2727,Fe II,2728.7447928788006,5.359,0.0,0.0,0.0,,,z6P*-d4D,5/2-5/2,E1,Sigut+03,,2727.937,Fe II,"Fe II$\,\lambda2727$",permitted,0.0,639,31,z6P*
FeII-2729,Fe II,2730.396192360953,6.214,0.0,0.0,0.0,,,c4F-v4D*,5/2-5/2,E1,Sigut+03,,2729.588,Fe II,"Fe II$\,\lambda2729$",permitted,0.0,949,21,c4F
FeII-2730,Fe II,2731.543469946208,1.076,0.0,0.0,0.0,,,a4D-z4F*,3/2-3/2,E1,Sigut+03,,2730.735,Fe II,"Fe II$\,\lambda2730$",permitted,0.0,2830,5,a4D
FeII-2732,Fe II,2733.254884105283,0.232,0.0,0.0,0.0,,,a4F-z6D*,9/2-9/2,E1,Sigut+03,,2732.446,Fe II,"Fe II$\,\lambda2732$",permitted,0.0,11200,6,a4F
FeII-2732,Fe II,2733.755005151765,6.22,0.0,0.0,0.0,,,c4F-v4D*,7/2-5/2,E1,Sigut+03,,2732.946,Fe II,"Fe II$\,\lambda2732$",permitted,0.0,1360,21,c4F
FeII-2736,Fe II,2737.771977693199,1.076,0.0,0.0,0.0,,,a4D-z4D*,3/2-1/2,E1,Sigut+03,,2736.962,Fe II,"Fe II$\,\lambda2736$",permitted,0.0,1640,5,a4D
FeII-2738,Fe II,2739.2033243605424,6.726,0.0,0.0,0.0,,,b4G-v4F*,9/2-7/2,E1,Sigut+03,,2738.393,Fe II,"Fe II$\,\lambda2738$",permitted,0.0,1680,18,b4G
FeII-2739,Fe II,2740.356603729192,0.986,0.0,0.0,0.0,,,a4D-z4D*,7/2-7/2,E1,Sigut+03,,2739.546,Fe II,"Fe II$\,\lambda2739$",permitted,0.0,5610,5,a4D
FeII-2741,Fe II,2742.121031224593,6.206,0.0,0.0,0.0,,,c4F-v4D*,3/2-3/2,E1,Sigut+03,,2741.31,Fe II,"Fe II$\,\lambda2741$",permitted,0.0,1340,21,c4F
FeII-2743,Fe II,2744.009488881828,1.096,0.0,0.0,0.0,,,a4D-z4F*,1/2-3/2,E1,Sigut+03,,2743.198,Fe II,"Fe II$\,\lambda2743$",permitted,0.0,2830,5,a4D
FeII-2743,Fe II,2744.0364954275465,5.255,0.0,0.0,0.0,,,z6F*-b6D,3/2-1/2,E1,Sigut+03,,2743.225,Fe II,"Fe II$\,\lambda2743$",permitted,0.0,511,30,z6F*
FeII-2746,Fe II,2746.9401993498595,5.26,0.0,0.0,0.0,,,z6F*-b6D,1/2-1/2,E1,Sigut+03,,2746.128,Fe II,"Fe II$\,\lambda2746$",permitted,0.0,596,30,z6F*
FeII-2746,Fe II,2747.1632534342793,6.214,0.0,0.0,0.0,,,c4F-v4D*,5/2-3/2,E1,Sigut+03,,2746.351,Fe II,"Fe II$\,\lambda2746$",permitted,0.0,1830,21,c4F
FeII-2746,Fe II,2747.296285691663,1.076,0.0,0.0,0.0,,,a4D-z4F*,3/2-5/2,E1,Sigut+03,,2746.484,Fe II,"Fe II$\,\lambda2746$",permitted,0.0,3150,5,a4D
FeII-2746,Fe II,2747.793406237415,1.04,0.0,0.0,0.0,,,a4D-z4D*,5/2-5/2,E1,Sigut+03,,2746.981,Fe II,"Fe II$\,\lambda2746$",permitted,0.0,2950,5,a4D
FeII-2747,Fe II,2747.9334401953874,5.247,0.0,0.0,0.0,,,z6F*-b6D,5/2-3/2,E1,Sigut+03,,2747.121,Fe II,"Fe II$\,\lambda2747$",permitted,0.0,2040,30,z6F*
FeII-2749,Fe II,2749.990939207065,1.076,0.0,0.0,0.0,,,a4D-z4D*,3/2-3/2,E1,Sigut+03,,2749.178,Fe II,"Fe II$\,\lambda2749$",permitted,0.0,2260,5,a4D
FeII-2749,Fe II,2750.1319734174654,1.04,0.0,0.0,0.0,,,a4D-z4F*,5/2-7/2,E1,Sigut+03,,2749.319,Fe II,"Fe II$\,\lambda2749$",permitted,0.0,5900,5,a4D
FeII-2749,Fe II,2750.2950129664464,1.096,0.0,0.0,0.0,,,a4D-z4D*,1/2-1/2,E1,Sigut+03,,2749.482,Fe II,"Fe II$\,\lambda2749$",permitted,0.0,1610,5,a4D
FeII-2749,Fe II,2750.297013451715,6.22,0.0,0.0,0.0,,,c4F-u2F*,7/2-5/2,E1,Sigut+03,,2749.484,Fe II,"Fe II$\,\lambda2749$",permitted,0.0,887,21,c4F
FeII-2752,Fe II,2752.96466067061,5.255,0.0,0.0,0.0,,,z6F*-b6D,3/2-3/2,E1,Sigut+03,,2752.151,Fe II,"Fe II$\,\lambda2752$",permitted,0.0,1500,30,z6F*
FeII-2753,Fe II,2753.8378725763437,6.206,0.0,0.0,0.0,,,c4F-v4D*,3/2-1/2,E1,Sigut+03,,2753.024,Fe II,"Fe II$\,\lambda2753$",permitted,0.0,2460,21,c4F
FeII-2753,Fe II,2754.1049373908095,3.266,0.0,0.0,0.0,,,b2H-z2I*,9/2-11/2,E1,Sigut+03,,2753.291,Fe II,"Fe II$\,\lambda2753$",permitted,0.0,606,14,b2H
FeII-2754,Fe II,2755.7033253536083,5.235,0.0,0.0,0.0,,,z6F*-b6D,7/2-5/2,E1,Sigut+03,,2754.889,Fe II,"Fe II$\,\lambda2754$",permitted,0.0,7350,30,z6F*
FeII-2755,Fe II,2756.5535317495674,0.986,0.0,0.0,0.0,,,a4D-z4F*,7/2-9/2,E1,Sigut+03,,2755.739,Fe II,"Fe II$\,\lambda2755$",permitted,0.0,8920,5,a4D
FeII-2761,Fe II,2762.627006803796,1.096,0.0,0.0,0.0,,,a4D-z4D*,1/2-3/2,E1,Sigut+03,,2761.811,Fe II,"Fe II$\,\lambda2761$",permitted,0.0,1970,5,a4D
FeII-2762,Fe II,2763.148133422485,5.247,0.0,0.0,0.0,,,z6F*-b6D,5/2-5/2,E1,Sigut+03,,2762.332,Fe II,"Fe II$\,\lambda2762$",permitted,0.0,3270,30,z6F*
FeII-2765,Fe II,2765.9158060279988,6.721,0.0,0.0,0.0,,,b4G-v4F*,11/2-9/2,E1,Sigut+03,,2765.099,Fe II,"Fe II$\,\lambda2765$",permitted,0.0,1600,18,b4G
FeII-2767,Fe II,2768.2353699156056,5.255,0.0,0.0,0.0,,,z6F*-b6D,3/2-5/2,E1,Sigut+03,,2767.418,Fe II,"Fe II$\,\lambda2767$",permitted,0.0,668,30,z6F*
FeII-2767,Fe II,2768.319390344143,3.243,0.0,0.0,0.0,,,b2H-z2I*,11/2-13/2,E1,Sigut+03,,2767.502,Fe II,"Fe II$\,\lambda2767$",permitted,0.0,1150,14,b2H
FeII-2767,Fe II,2768.3363944785156,5.219,0.0,0.0,0.0,,,z6F*-b6D,9/2-7/2,E1,Sigut+03,,2767.519,Fe II,"Fe II$\,\lambda2767$",permitted,0.0,20200,30,z6F*
FeII-2768,Fe II,2769.750738392231,1.076,0.0,0.0,0.0,,,a4D-z4D*,3/2-5/2,E1,Sigut+03,,2768.933,Fe II,"Fe II$\,\lambda2768$",permitted,0.0,2260,5,a4D
FeII-2769,Fe II,2770.17084055666,3.151,0.0,0.0,0.0,,,a4G-z4I*,11/2-13/2,E1,Sigut+03,,2769.353,Fe II,"Fe II$\,\lambda2769$",permitted,0.0,696,7,a4G
FeII-2776,Fe II,2777.7286794647985,5.235,0.0,0.0,0.0,,,z6F*-b6D,7/2-7/2,E1,Sigut+03,,2776.909,Fe II,"Fe II$\,\lambda2776$",permitted,0.0,5580,30,z6F*
FeII-2785,Fe II,2786.0166980218487,5.201,0.0,0.0,0.0,,,z6F*-b6D,11/2-9/2,E1,Sigut+03,,2785.195,Fe II,"Fe II$\,\lambda2785$",permitted,0.0,1440,30,z6F*
FeII-2787,Fe II,2788.062196522208,5.287,0.0,0.0,0.0,,,z6P*-b6D,7/2-5/2,E1,Sigut+03,,2787.24,Fe II,"Fe II$\,\lambda2787$",permitted,0.0,1150,31,z6P*
FeII-2789,Fe II,2790.555804397892,6.721,0.0,0.0,0.0,,,b4G-X6F*,11/2-9/2,E1,Sigut+03,,2789.733,Fe II,"Fe II$\,\lambda2789$",permitted,0.0,565,18,b4G
FeII-2809,Fe II,2810.6096996407236,5.287,0.0,0.0,0.0,,,z6P*-b6D,7/2-7/2,E1,Sigut+03,,2809.782,Fe II,"Fe II$\,\lambda2809$",permitted,0.0,2980,31,z6P*
FeII-2820,Fe II,2821.7844324652506,5.508,0.0,0.0,0.0,,,z4D*-d4D,7/2-5/2,E1,Sigut+03,,2820.954,Fe II,"Fe II$\,\lambda2820$",permitted,0.0,862,26,z4D*
FeII-2824,Fe II,2825.3973167645277,5.55,0.0,0.0,0.0,,,z4D*-d4D,5/2-3/2,E1,Sigut+03,,2824.566,Fe II,"Fe II$\,\lambda2824$",permitted,0.0,2980,26,z4D*
FeII-2831,Fe II,2832.7141087576147,5.582,0.0,0.0,0.0,,,z4D*-d4D,3/2-1/2,E1,Sigut+03,,2831.881,Fe II,"Fe II$\,\lambda2831$",permitted,0.0,2830,26,z4D*
FeII-2833,Fe II,2833.9204043401064,5.359,0.0,0.0,0.0,,,z6P*-b6D,5/2-5/2,E1,Sigut+03,,2833.087,Fe II,"Fe II$\,\lambda2833$",permitted,0.0,2350,31,z6P*
FeII-2839,Fe II,2840.341978512231,5.482,0.0,0.0,0.0,,,z4F*-d4D,9/2-7/2,E1,Sigut+03,,2839.507,Fe II,"Fe II$\,\lambda2839$",permitted,0.0,47700,27,z4F*
FeII-2839,Fe II,2840.635050382221,5.287,0.0,0.0,0.0,,,z6P*-b6D,7/2-9/2,E1,Sigut+03,,2839.8,Fe II,"Fe II$\,\lambda2839$",permitted,0.0,1250,31,z6P*
FeII-2844,Fe II,2845.7973167072073,5.603,0.0,0.0,0.0,,,z4D*-d4D,1/2-1/2,E1,Sigut+03,,2844.961,Fe II,"Fe II$\,\lambda2844$",permitted,0.0,4140,26,z4D*
FeII-2845,Fe II,2846.2594301007275,5.582,0.0,0.0,0.0,,,z4D*-d4D,3/2-3/2,E1,Sigut+03,,2845.423,Fe II,"Fe II$\,\lambda2845$",permitted,0.0,12900,26,z4D*
FeII-2845,Fe II,2846.4374737906805,5.546,0.0,0.0,0.0,,,z4F*-d4D,7/2-5/2,E1,Sigut+03,,2845.601,Fe II,"Fe II$\,\lambda2845$",permitted,0.0,48000,27,z4F*
FeII-2847,Fe II,2848.609006729663,5.406,0.0,0.0,0.0,,,z6P*-b6D,3/2-3/2,E1,Sigut+03,,2847.772,Fe II,"Fe II$\,\lambda2847$",permitted,0.0,646,31,z6P*
FeII-2848,Fe II,2848.9470897136302,5.55,0.0,0.0,0.0,,,z4D*-d4D,5/2-5/2,E1,Sigut+03,,2848.11,Fe II,"Fe II$\,\lambda2848$",permitted,0.0,21600,26,z4D*
FeII-2848,Fe II,2849.1521400456395,5.587,0.0,0.0,0.0,,,z4F*-d4D,5/2-3/2,E1,Sigut+03,,2848.315,Fe II,"Fe II$\,\lambda2848$",permitted,0.0,23900,27,z4F*
FeII-2851,Fe II,2852.5589764587394,5.613,0.0,0.0,0.0,,,z4F*-d4D,3/2-1/2,E1,Sigut+03,,2851.721,Fe II,"Fe II$\,\lambda2851$",permitted,0.0,17900,27,z4F*
FeII-2856,Fe II,2857.219121074018,5.359,0.0,0.0,0.0,,,z6P*-b6D,5/2-7/2,E1,Sigut+03,,2856.38,Fe II,"Fe II$\,\lambda2856$",permitted,0.0,4930,31,z6P*
FeII-2856,Fe II,2857.747250828615,5.508,0.0,0.0,0.0,,,z4D*-d4D,7/2-7/2,E1,Sigut+03,,2856.908,Fe II,"Fe II$\,\lambda2856$",permitted,0.0,42500,26,z4D*
FeII-2858,Fe II,2859.4686738111077,5.603,0.0,0.0,0.0,,,z4D*-d4D,1/2-3/2,E1,Sigut+03,,2858.629,Fe II,"Fe II$\,\lambda2858$",permitted,0.0,6990,26,z4D*
FeII-2861,Fe II,2862.0112987199504,1.076,0.0,0.0,0.0,,,a4D-z6P*,3/2-3/2,E1,Sigut+03,,2861.171,Fe II,"Fe II$\,\lambda2861$",permitted,0.0,960,5,a4D
FeII-2864,Fe II,2864.9620241422945,5.406,0.0,0.0,0.0,,,z6P*-b6D,3/2-5/2,E1,Sigut+03,,2864.121,Fe II,"Fe II$\,\lambda2864$",permitted,0.0,1710,31,z6P*
FeII-2865,Fe II,2866.295352009764,5.613,0.0,0.0,0.0,,,z4F*-d4D,3/2-3/2,E1,Sigut+03,,2865.454,Fe II,"Fe II$\,\lambda2865$",permitted,0.0,4550,27,z4F*
FeII-2868,Fe II,2869.7171936586556,1.04,0.0,0.0,0.0,,,a4D-z6P*,5/2-5/2,E1,Sigut+03,,2868.875,Fe II,"Fe II$\,\lambda2868$",permitted,0.0,2340,5,a4D
FeII-2869,Fe II,2870.1593024236204,5.582,0.0,0.0,0.0,,,z4D*-d4D,3/2-5/2,E1,Sigut+03,,2869.317,Fe II,"Fe II$\,\lambda2869$",permitted,0.0,10200,26,z4D*
FeII-2872,Fe II,2873.101026258181,5.587,0.0,0.0,0.0,,,z4F*-d4D,5/2-5/2,E1,Sigut+03,,2872.258,Fe II,"Fe II$\,\lambda2872$",permitted,0.0,3490,27,z4F*
FeII-2874,Fe II,2875.699665860386,1.096,0.0,0.0,0.0,,,a4D-z6P*,1/2-3/2,E1,Sigut+03,,2874.856,Fe II,"Fe II$\,\lambda2874$",permitted,0.0,853,5,a4D
FeII-2880,Fe II,2881.604119766985,0.986,0.0,0.0,0.0,,,a4D-z6P*,7/2-7/2,E1,Sigut+03,,2880.759,Fe II,"Fe II$\,\lambda2880$",permitted,0.0,3450,5,a4D
FeII-2882,Fe II,2883.0354723560604,5.546,0.0,0.0,0.0,,,z4F*-d4D,7/2-7/2,E1,Sigut+03,,2882.19,Fe II,"Fe II$\,\lambda2882$",permitted,0.0,876,27,z4F*
FeII-2883,Fe II,2884.550845699048,3.243,0.0,0.0,0.0,,,b2H-z4H*,11/2-13/2,E1,Sigut+03,,2883.705,Fe II,"Fe II$\,\lambda2883$",permitted,0.0,635,14,b2H
FeII-2884,Fe II,2885.6101067041463,5.55,0.0,0.0,0.0,,,z4D*-d4D,5/2-7/2,E1,Sigut+03,,2884.764,Fe II,"Fe II$\,\lambda2884$",permitted,0.0,6860,26,z4D*
FeII-2892,Fe II,2893.6750948710796,1.076,0.0,0.0,0.0,,,a4D-z6P*,3/2-5/2,E1,Sigut+03,,2892.827,Fe II,"Fe II$\,\lambda2892$",permitted,0.0,2080,5,a4D
FeII-2907,Fe II,2908.7108057810115,0.986,0.0,0.0,0.0,,,a4D-z6F*,7/2-5/2,E1,Sigut+03,,2907.859,Fe II,"Fe II$\,\lambda2907$",permitted,0.0,5240,5,a4D
FeII-2917,Fe II,2918.3241813294594,1.04,0.0,0.0,0.0,,,a4D-z6P*,5/2-7/2,E1,Sigut+03,,2917.47,Fe II,"Fe II$\,\lambda2917$",permitted,0.0,2670,5,a4D
FeII-2922,Fe II,2922.8823084623514,3.902,0.0,0.0,0.0,,,b4D-X4G*,7/2-9/2,E1,Sigut+03,,2922.027,Fe II,"Fe II$\,\lambda2922$",permitted,0.0,612,16,b4D
FeII-2926,Fe II,2927.4364351023787,0.986,0.0,0.0,0.0,,,a4D-z6F*,7/2-9/2,E1,Sigut+03,,2926.58,Fe II,"Fe II$\,\lambda2926$",permitted,0.0,21400,5,a4D
FeII-2939,Fe II,2940.3676368112874,1.04,0.0,0.0,0.0,,,a4D-z6F*,5/2-3/2,E1,Sigut+03,,2939.508,Fe II,"Fe II$\,\lambda2939$",permitted,0.0,1620,5,a4D
FeII-2944,Fe II,2945.252847385711,1.695,0.0,0.0,0.0,,,a4P-z4P*,3/2-1/2,E1,Sigut+03,,2944.392,Fe II,"Fe II$\,\lambda2944$",permitted,0.0,2040,9,a4P
FeII-2947,Fe II,2948.5216577181077,1.67,0.0,0.0,0.0,,,a4P-z4P*,5/2-3/2,E1,Sigut+03,,2947.66,Fe II,"Fe II$\,\lambda2947$",permitted,0.0,2100,9,a4P
FeII-2953,Fe II,2954.6401751475546,1.04,0.0,0.0,0.0,,,a4D-z6F*,5/2-7/2,E1,Sigut+03,,2953.777,Fe II,"Fe II$\,\lambda2953$",permitted,0.0,7960,5,a4D
FeII-2961,Fe II,2962.142036818248,1.076,0.0,0.0,0.0,,,a4D-z6F*,3/2-1/2,E1,Sigut+03,,2961.277,Fe II,"Fe II$\,\lambda2961$",permitted,0.0,1420,5,a4D
FeII-2964,Fe II,2965.4858670364774,1.723,0.0,0.0,0.0,,,a4P-z4P*,1/2-1/2,E1,Sigut+03,,2964.62,Fe II,"Fe II$\,\lambda2964$",permitted,0.0,2110,9,a4P
FeII-2964,Fe II,2965.5248767234248,1.076,0.0,0.0,0.0,,,a4D-z6F*,3/2-3/2,E1,Sigut+03,,2964.659,Fe II,"Fe II$\,\lambda2964$",permitted,0.0,1600,5,a4D
FeII-2965,Fe II,2965.9009701172845,1.695,0.0,0.0,0.0,,,a4P-z4P*,3/2-3/2,E1,Sigut+03,,2965.035,Fe II,"Fe II$\,\lambda2965$",permitted,0.0,2050,9,a4P
FeII-2970,Fe II,2971.3853323875164,1.076,0.0,0.0,0.0,,,a4D-z6F*,3/2-5/2,E1,Sigut+03,,2970.518,Fe II,"Fe II$\,\lambda2970$",permitted,0.0,6050,5,a4D
FeII-2975,Fe II,2976.807679910936,1.096,0.0,0.0,0.0,,,a4D-z6F*,1/2-1/2,E1,Sigut+03,,2975.939,Fe II,"Fe II$\,\lambda2975$",permitted,0.0,1460,5,a4D
FeII-2979,Fe II,2980.224529375383,1.096,0.0,0.0,0.0,,,a4D-z6F*,1/2-3/2,E1,Sigut+03,,2979.355,Fe II,"Fe II$\,\lambda2979$",permitted,0.0,2120,5,a4D
FeII-2984,Fe II,2985.694889896679,1.67,0.0,0.0,0.0,,,a4P-z4P*,5/2-5/2,E1,Sigut+03,,2984.824,Fe II,"Fe II$\,\lambda2984$",permitted,0.0,4610,9,a4P
FeII-2985,Fe II,2985.9599558372224,7.115,0.0,0.0,0.0,,,d4P-v4P*,5/2-5/2,E1,Sigut+03,,2985.089,Fe II,"Fe II$\,\lambda2985$",permitted,0.0,560,24,d4P
FeII-2985,Fe II,2986.16500684888,7.115,0.0,0.0,0.0,,,d4P-u4P*,5/2-3/2,E1,Sigut+03,,2985.294,Fe II,"Fe II$\,\lambda2985$",permitted,0.0,1630,24,d4P
FeII-2985,Fe II,2986.419070054835,1.723,0.0,0.0,0.0,,,a4P-z4P*,1/2-3/2,E1,Sigut+03,,2985.548,Fe II,"Fe II$\,\lambda2985$",permitted,0.0,2160,9,a4P
FeII-3002,Fe II,3003.5173269637316,1.695,0.0,0.0,0.0,,,a4P-z4P*,3/2-5/2,E1,Sigut+03,,3002.642,Fe II,"Fe II$\,\lambda3002$",permitted,0.0,4820,9,a4P
FeII-3010,Fe II,3011.089214105335,5.821,0.0,0.0,0.0,,,z4P*-d4D,5/2-3/2,E1,Sigut+03,,3010.212,Fe II,"Fe II$\,\lambda3010$",permitted,0.0,970,28,z4P*
FeII-3016,Fe II,3017.0006882580155,7.125,0.0,0.0,0.0,,,d4P-u4D*,3/2-5/2,E1,Sigut+03,,3016.122,Fe II,"Fe II$\,\lambda3016$",permitted,0.0,503,24,d4P
FeII-3033,Fe II,3034.3200113588186,5.873,0.0,0.0,0.0,,,z4P*-d4D,3/2-1/2,E1,Sigut+03,,3033.437,Fe II,"Fe II$\,\lambda3033$",permitted,0.0,1100,28,z4P*
FeII-3036,Fe II,3037.8508934581287,5.821,0.0,0.0,0.0,,,z4P*-d4D,5/2-5/2,E1,Sigut+03,,3036.967,Fe II,"Fe II$\,\lambda3036$",permitted,0.0,4620,28,z4P*
FeII-3048,Fe II,3049.8678974705745,5.873,0.0,0.0,0.0,,,z4P*-d4D,3/2-3/2,E1,Sigut+03,,3048.981,Fe II,"Fe II$\,\lambda3048$",permitted,0.0,5700,28,z4P*
FeII-3055,Fe II,3056.240491656857,5.902,0.0,0.0,0.0,,,z4P*-d4D,1/2-1/2,E1,Sigut+03,,3055.352,Fe II,"Fe II$\,\lambda3055$",permitted,0.0,4660,28,z4P*
FeII-3071,Fe II,3072.0144411277574,5.902,0.0,0.0,0.0,,,z4P*-d4D,1/2-3/2,E1,Sigut+03,,3071.122,Fe II,"Fe II$\,\lambda3071$",permitted,0.0,3840,28,z4P*
FeII-3076,Fe II,3077.3257720558895,5.873,0.0,0.0,0.0,,,z4P*-d4D,3/2-5/2,E1,Sigut+03,,3076.432,Fe II,"Fe II$\,\lambda3076$",permitted,0.0,7970,28,z4P*
FeII-3078,Fe II,3079.5723351680003,5.821,0.0,0.0,0.0,,,z4P*-d4D,5/2-7/2,E1,Sigut+03,,3078.678,Fe II,"Fe II$\,\lambda3078$",permitted,0.0,19000,28,z4P*
FeII-3161,Fe II,3162.8912847421816,1.695,0.0,0.0,0.0,,,a4P-z4F*,3/2-3/2,E1,Sigut+03,,3161.976,Fe II,"Fe II$\,\lambda3161$",permitted,0.0,2760,9,a4P
FeII-3163,Fe II,3164.0115672565616,1.67,0.0,0.0,0.0,,,a4P-z4F*,5/2-5/2,E1,Sigut+03,,3163.096,Fe II,"Fe II$\,\lambda3163$",permitted,0.0,3530,9,a4P
FeII-3166,Fe II,3167.5864689220807,1.67,0.0,0.0,0.0,,,a4P-z4D*,5/2-3/2,E1,Sigut+03,,3166.67,Fe II,"Fe II$\,\lambda3166$",permitted,0.0,1590,9,a4P
FeII-3170,Fe II,3171.246392254909,1.695,0.0,0.0,0.0,,,a4P-z4D*,3/2-1/2,E1,Sigut+03,,3170.329,Fe II,"Fe II$\,\lambda3170$",permitted,0.0,1460,9,a4P
FeII-3183,Fe II,3184.0326197458885,1.695,0.0,0.0,0.0,,,a4P-z4F*,3/2-5/2,E1,Sigut+03,,3183.112,Fe II,"Fe II$\,\lambda3183$",permitted,0.0,4130,9,a4P
FeII-3185,Fe II,3186.2371764922937,1.723,0.0,0.0,0.0,,,a4P-z4F*,1/2-3/2,E1,Sigut+03,,3185.316,Fe II,"Fe II$\,\lambda3185$",permitted,0.0,3060,9,a4P
FeII-3186,Fe II,3187.652533973702,1.695,0.0,0.0,0.0,,,a4P-z4D*,3/2-3/2,E1,Sigut+03,,3186.731,Fe II,"Fe II$\,\lambda3186$",permitted,0.0,2280,9,a4P
FeII-3192,Fe II,3193.831094896853,1.67,0.0,0.0,0.0,,,a4P-z4D*,5/2-5/2,E1,Sigut+03,,3192.908,Fe II,"Fe II$\,\lambda3192$",permitted,0.0,2550,9,a4P
FeII-3193,Fe II,3194.7153183339174,1.723,0.0,0.0,0.0,,,a4P-z4D*,1/2-1/2,E1,Sigut+03,,3193.792,Fe II,"Fe II$\,\lambda3193$",permitted,0.0,1710,9,a4P
